,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month
7641,TXN_8664295,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-02-23,2
7642,TXN_4831311,Tea,2.0,2.0,4.0,Cash,Takeaway,2023-07-15,7
7643,TXN_2528186,Tea,2.0,2.0,4.0,Cash,In-store,2023-06-17,6
7644,TXN_4971093,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-03-27,3
7645,TXN_3602272,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-02-15,2
7646,TXN_4913329,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-10-30,10
7647,TXN_8830809,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-07-31,7
7648,TXN_7223387,Juice,3.0,3.0,9.0,Cash,In-store,2023-12-17,12
7649,TXN_1629092,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-02-13,2
7650,TXN_4363360,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-12-22,12
7651,TXN_9689507,Salad,3.0,5.0,15.0,Cash,In-store,2023-06-10,6
7652,TXN_3317406,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-04,1
7653,TXN_9662632,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-08-10,8
7654,TXN_1364211,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-03-08,3
7656,TXN_2673294,Coffee,3.0,2.0,6.0,Cash,In-store,2023-11-11,11
7657,TXN_2112848,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-10-16,10
7658,TXN_1801691,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-05-18,5
7659,TXN_6424195,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-09-14,9
7661,TXN_6923480,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-10-27,10
7662,TXN_7416669,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-09-28,9
7663,TXN_3693990,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-07-19,7
7664,TXN_8652632,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-01-12,1
7665,TXN_4141765,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-12-17,12
7666,TXN_8180793,Cookie,4.0,1.0,4.0,Digital Wallet,In-store,2023-11-17,11
7667,TXN_8875195,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-08-21,8
7668,TXN_9928552,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-06-13,6
7669,TXN_3456748,Juice,2.0,3.0,6.0,Cash,In-store,2023-01-30,1
7670,TXN_5680687,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-11-22,11
7671,TXN_9349736,Sandwich,5.0,4.0,20.0,Cash,In-store,2023-03-18,3
7672,TXN_7558010,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-03-27,3
7673,TXN_8172897,Cookie,3.0,1.0,3.0,Digital Wallet,Takeaway,2023-03-14,3
7674,TXN_8540794,Cake,4.0,3.0,12.0,Cash,In-store,2023-04-06,4
7675,TXN_5966744,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-12-13,12
7676,TXN_3132921,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-01-10,1
7677,TXN_7029719,Tea,2.0,5.0,10.0,Digital Wallet,In-store,2023-06-18,6
7678,TXN_3912440,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-05-21,5
7679,TXN_4276702,Tea,1.0,1.0,1.0,Credit Card,In-store,2023-11-17,11
7680,TXN_7657615,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-07-17,7
7681,TXN_4020074,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-03-01,3
7682,TXN_8942747,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-12-14,12
7683,TXN_3902815,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-06-28,6
7685,TXN_6218380,Cookie,4.0,1.0,4.0,Cash,In-store,2023-02-07,2
7687,TXN_3839691,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-02-13,2
7688,TXN_4866254,Salad,4.0,5.0,20.0,Cash,In-store,2023-03-18,3
7689,TXN_8935781,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-09-10,9
7690,TXN_2559020,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-20,7
7691,TXN_8607376,Coffee,5.0,2.0,10.0,Cash,In-store,2023-06-13,6
7692,TXN_5858713,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-03-05,3
7693,TXN_7064604,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-03-26,3
7694,TXN_3312690,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-03-01,3
7696,TXN_8687088,Cookie,2.0,1.0,2.0,Credit Card,In-store,2023-05-11,5
7697,TXN_3440487,Tea,5.0,2.0,10.0,Cash,In-store,2023-10-22,10
7698,TXN_9618881,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-02-15,2
7699,TXN_5139074,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-11-16,11
7700,TXN_2799785,Juice,1.0,3.0,3.0,Cash,In-store,2023-01-25,1
7701,TXN_4466681,Tea,3.0,2.0,6.0,Cash,Takeaway,2023-01-12,1
7702,TXN_9292025,Tea,2.0,5.0,10.0,Digital Wallet,In-store,2023-03-25,3
7703,TXN_8155535,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-03-13,3
7704,TXN_5301926,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-11-13,11
7706,TXN_2379467,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-04-01,4
7707,TXN_1837617,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-01-16,1
7708,TXN_3454881,Salad,1.0,5.0,5.0,Cash,In-store,2023-11-29,11
7709,TXN_4472969,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-09-15,9
7710,TXN_1905459,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-08-18,8
7712,TXN_4361614,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-04-28,4
7713,TXN_1665056,Salad,5.0,5.0,25.0,Cash,In-store,2023-01-05,1
7714,TXN_2904046,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-12-11,12
7715,TXN_9743274,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-01-25,1
7716,TXN_5518232,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-05-01,5
7717,TXN_3770267,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-10-21,10
7720,TXN_6540200,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-10-23,10
7721,TXN_7486118,Sandwich,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-05-22,5
7722,TXN_5424614,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-11-12,11
7723,TXN_6271598,Juice,5.0,3.0,15.0,Cash,In-store,2023-08-18,8
7724,TXN_7562313,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-12-15,12
7725,TXN_9188774,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-04-14,4
7726,TXN_9685716,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-02-26,2
7727,TXN_7493800,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-08-16,8
7728,TXN_6833564,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-04-21,4
7729,TXN_9411395,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-05-12,5
7730,TXN_8413251,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-08-18,8
7731,TXN_6990331,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-07-30,7
7732,TXN_6007721,Tea,4.0,4.0,16.0,Cash,In-store,2023-08-21,8
7734,TXN_2715086,Juice,2.0,3.0,6.0,Cash,In-store,2023-11-03,11
7735,TXN_1444932,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-05-24,5
7736,TXN_2747156,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-01-29,1
7738,TXN_5065748,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-07-19,7
7739,TXN_8014645,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-07-06,7
7740,TXN_2910247,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-12-02,12
7742,TXN_3251591,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-26,1
7743,TXN_4549977,Cookie,1.0,1.0,1.0,Cash,In-store,2023-08-21,8
7744,TXN_1736294,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-09-06,9
7745,TXN_1698600,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-07-31,7
7746,TXN_3463568,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-04-12,4
7747,TXN_6773319,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-05-03,5
7749,TXN_8392086,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-07-12,7
7750,TXN_9968926,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-03-15,3
7751,TXN_4719069,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-01-04,1
7752,TXN_3809941,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-11-01,11
7753,TXN_1935119,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-07-15,7
7754,TXN_8246369,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-10-16,10
7755,TXN_2009782,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-05-11,5
7756,TXN_4635230,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-06-10,6
7757,TXN_9583176,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-05-03,5
7758,TXN_6784478,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-12-21,12
7760,TXN_3866162,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-06-08,6
7761,TXN_7612056,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-03-08,3
7762,TXN_5349355,Tea,2.0,5.0,10.0,Digital Wallet,In-store,2023-05-10,5
7763,TXN_9259900,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-08-07,8
7764,TXN_4650834,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-07-14,7
7766,TXN_1192970,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-06-17,6
7767,TXN_7645464,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-08-17,8
7768,TXN_4205860,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-09-10,9
7769,TXN_9495855,Juice,2.0,3.0,6.0,Cash,In-store,2023-04-18,4
7770,TXN_5712248,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-02,3
7771,TXN_4582966,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-10-28,10
7772,TXN_4203885,Tea,3.0,1.5,4.5,Cash,In-store,2023-05-11,5
7773,TXN_1887083,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-05-05,5
7774,TXN_5602640,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-04-01,4
7775,TXN_8285410,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-09-10,9
7776,TXN_5654663,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-07-31,7
7777,TXN_6687699,Salad,4.0,5.0,20.0,Cash,In-store,2023-09-11,9
7778,TXN_4331281,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-02-03,2
7779,TXN_2390146,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-06-24,6
7780,TXN_9478033,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-04-08,4
7781,TXN_8546777,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-03-16,3
7782,TXN_6433362,Cookie,2.0,1.0,2.0,Cash,In-store,2023-12-07,12
7783,TXN_4991594,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-12-08,12
7784,TXN_9016451,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-10-16,10
7785,TXN_3516296,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-05-29,5
7786,TXN_9464961,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-11-23,11
7787,TXN_7445257,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-04-02,4
7788,TXN_4463677,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-02-27,2
7789,TXN_4886990,Salad,3.0,5.0,15.0,Digital Wallet,Takeaway,2023-12-17,12
7790,TXN_4962147,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-02-07,2
7791,TXN_5575420,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-06-26,6
7793,TXN_3628566,Coffee,5.0,2.0,10.0,Digital Wallet,In-store,2023-08-17,8
7794,TXN_5297746,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-07-11,7
7795,TXN_5230719,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-03-23,3
7796,TXN_9244886,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-02-09,2
7797,TXN_8145813,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-02-10,2
7798,TXN_4179797,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-11-06,11
7799,TXN_7485379,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-03-27,3
7800,TXN_3171150,Tea,1.0,3.0,3.0,Digital Wallet,In-store,2023-02-06,2
7802,TXN_3801485,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-11-10,11
7803,TXN_2312908,Coffee,3.0,2.0,6.0,Cash,In-store,2023-02-07,2
7804,TXN_6826342,Tea,2.0,3.0,6.0,Credit Card,In-store,2023-03-30,3
7805,TXN_3620213,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-09-09,9
7806,TXN_4030181,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-09-20,9
7807,TXN_1664563,Smoothie,3.0,4.0,12.0,Cash,In-store,2023-04-28,4
7808,TXN_2002730,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-09-27,9
7809,TXN_9662827,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-09-30,9
7810,TXN_9579691,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-01-16,1
7811,TXN_4131020,Sandwich,2.0,4.0,8.0,Credit Card,In-store,2023-06-15,6
7812,TXN_3462602,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-08-27,8
7813,TXN_1149624,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-09-14,9
7814,TXN_2628157,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-10-26,10
7815,TXN_9152120,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-03-28,3
7816,TXN_9018195,Cake,5.0,3.0,15.0,Cash,In-store,2023-10-07,10
7818,TXN_6697374,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-07-31,7
7819,TXN_9014681,Tea,3.0,4.0,12.0,Digital Wallet,In-store,2023-01-03,1
7820,TXN_4366417,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-10-10,10
7822,TXN_7511351,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-10-07,10
7823,TXN_5205595,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-03-01,3
7824,TXN_8276063,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-01-06,1
7825,TXN_1020478,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-03-09,3
7826,TXN_5176767,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-05-03,5
7827,TXN_6043396,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-10-07,10
7828,TXN_4975029,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-04-23,4
7829,TXN_9493077,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-01-10,1
7830,TXN_3493771,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-02-13,2
7831,TXN_8640673,Juice,2.0,3.0,6.0,Cash,In-store,2023-09-11,9
7832,TXN_4793771,Cake,4.0,3.0,12.0,Cash,In-store,2023-12-26,12
7833,TXN_8107005,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-09-15,9
7834,TXN_7857126,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-08-21,8
7835,TXN_2940613,Juice,4.0,3.0,12.0,Cash,In-store,2023-06-28,6
7836,TXN_2407379,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-03-13,3
7838,TXN_4083004,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-06,3
7839,TXN_3635628,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-10-28,10
7840,TXN_3554772,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-10-06,10
7841,TXN_9454387,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-01-02,1
7842,TXN_9660362,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-08-16,8
7843,TXN_9281939,Tea,3.0,1.5,4.5,Cash,In-store,2023-05-22,5
7844,TXN_2347248,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-11-11,11
7845,TXN_3732426,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-03-07,3
7846,TXN_8675558,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-05-23,5
7847,TXN_1963345,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-10-12,10
7848,TXN_6332405,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-12-03,12
7850,TXN_1529961,Smoothie,4.0,4.0,16.0,Credit Card,In-store,2023-09-29,9
7851,TXN_8860052,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-07-18,7
7852,TXN_6732833,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-07-21,7
7854,TXN_6232398,Juice,2.0,3.0,6.0,Cash,In-store,2023-07-05,7
7855,TXN_2391245,Tea,4.0,2.0,8.0,Digital Wallet,In-store,2023-04-13,4
7856,TXN_7670296,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-01-25,1
7859,TXN_4898346,Smoothie,2.0,4.0,8.0,Cash,In-store,2023-05-07,5
7860,TXN_2807324,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-11-13,11
7861,TXN_4428486,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-07-28,7
7862,TXN_4430772,Coffee,5.0,2.0,10.0,Credit Card,In-store,2023-01-11,1
7863,TXN_7251108,Tea,3.0,3.0,9.0,Credit Card,In-store,2023-10-04,10
7864,TXN_3987718,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-12-24,12
7865,TXN_6658070,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-11-03,11
7866,TXN_6007437,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-11-22,11
7867,TXN_6030518,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-12-20,12
7868,TXN_4228838,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-09-22,9
7869,TXN_3303518,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-06-30,6
7870,TXN_9719921,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-07-28,7
7871,TXN_1272118,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-04-21,4
7872,TXN_4060215,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-01-12,1
7873,TXN_2569119,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-08-04,8
7874,TXN_2894945,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-02-28,2
7875,TXN_7992512,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-07-17,7
7876,TXN_2771512,Tea,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-12-23,12
7877,TXN_6109953,Tea,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-04-22,4
7879,TXN_2417271,Tea,4.0,1.5,6.0,Credit Card,Takeaway,2023-02-01,2
7880,TXN_8156455,Cake,2.0,3.0,6.0,Cash,In-store,2023-02-12,2
7881,TXN_7063005,Cake,1.0,3.0,3.0,Digital Wallet,In-store,2023-01-18,1
7882,TXN_9425096,Smoothie,5.0,4.0,20.0,Credit Card,In-store,2023-06-12,6
7883,TXN_6236737,Juice,5.0,3.0,15.0,Cash,In-store,2023-03-19,3
7884,TXN_9691364,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-03-02,3
7885,TXN_4688280,Tea,1.0,1.5,1.5,Digital Wallet,In-store,2023-02-16,2
7886,TXN_1770648,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-09-30,9
7887,TXN_1524602,Tea,3.0,2.0,6.0,Cash,Takeaway,2023-05-11,5
7889,TXN_2602732,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-09,6
7890,TXN_5132482,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-12-21,12
7891,TXN_3281605,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-07-27,7
7892,TXN_9969836,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-04-06,4
7893,TXN_7938279,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-03-17,3
7894,TXN_8712307,Tea,5.0,3.0,15.0,Cash,In-store,2023-04-10,4
7895,TXN_8595386,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-08-04,8
7896,TXN_6398450,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-11-19,11
7897,TXN_3042552,Tea,1.0,3.0,3.0,Cash,In-store,2023-09-08,9
7898,TXN_7084298,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-02-18,2
7899,TXN_8384428,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-08-11,8
7900,TXN_6541329,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-09-28,9
7901,TXN_7667139,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-12-05,12
7902,TXN_1268811,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-01-04,1
7904,TXN_5056808,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-02-25,2
7905,TXN_9191048,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-09-18,9
7907,TXN_3272613,Cookie,2.0,1.0,2.0,Cash,In-store,2023-03-30,3
7908,TXN_3690903,Coffee,3.0,2.0,6.0,Digital Wallet,In-store,2023-10-22,10
7909,TXN_1938413,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-04-01,4
7910,TXN_1396019,Coffee,4.0,2.0,8.0,Cash,In-store,2023-12-03,12
7911,TXN_6989000,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-02-24,2
7912,TXN_4811225,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-11-01,11
7913,TXN_2193333,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-21,7
7914,TXN_4564220,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-05-09,5
7915,TXN_5414186,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-04-24,4
7916,TXN_1740742,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-10-06,10
7917,TXN_2547084,Sandwich,1.0,4.0,4.0,Cash,In-store,2023-12-16,12
7918,TXN_8879936,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-07-25,7
7919,TXN_1605677,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-01-15,1
7920,TXN_6070787,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-02-26,2
7922,TXN_1236759,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-01-26,1
7924,TXN_7196144,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-03-28,3
7925,TXN_3981406,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-04-17,4
7926,TXN_2152054,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-05-11,5
7927,TXN_9339037,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-07-21,7
7928,TXN_7308629,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-11-24,11
7929,TXN_9407636,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-10-01,10
7930,TXN_4755860,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-10-28,10
7931,TXN_6118079,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-07-01,7
7932,TXN_6415784,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-08-16,8
7933,TXN_1755817,Salad,5.0,5.0,25.0,Digital Wallet,Takeaway,2023-07-17,7
7935,TXN_2090061,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-23,6
7936,TXN_8128656,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-04-24,4
7937,TXN_6714749,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-08-02,8
7939,TXN_8099424,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-04-02,4
7940,TXN_5103036,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-12-04,12
7941,TXN_6013024,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-09-06,9
7942,TXN_8065852,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-07-17,7
7943,TXN_2035283,Tea,3.0,4.0,12.0,Digital Wallet,In-store,2023-01-14,1
7944,TXN_3695238,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-04-20,4
7946,TXN_5724548,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-08-12,8
7947,TXN_3521791,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-06-11,6
7948,TXN_2678484,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-03-27,3
7949,TXN_6696619,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-19,3
7950,TXN_2734718,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-08-16,8
7951,TXN_7465693,Tea,3.0,4.0,12.0,Digital Wallet,In-store,2023-09-04,9
7952,TXN_8241649,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-03-15,3
7953,TXN_6125646,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-06-12,6
7954,TXN_8639973,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-07-06,7
7955,TXN_1349640,Juice,2.0,3.0,6.0,Credit Card,In-store,2023-06-17,6
7956,TXN_3719842,Cake,3.0,3.0,9.0,Cash,In-store,2023-05-05,5
7957,TXN_3863940,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-06-18,6
7958,TXN_9660030,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-11-24,11
7959,TXN_9649503,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-01-02,1
7960,TXN_6618160,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-03-13,3
7961,TXN_9121241,Sandwich,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-03-18,3
7962,TXN_4419474,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-02-04,2
7963,TXN_5639485,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-07-02,7
7964,TXN_9997263,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-03-05,3
